config_id,cluster_algorithm,cluster_reduce,plot_reduce,embedding_provider,embedding_model,coords_source,seed,silhouette,cluster_id,majority_label,accuracy,precision,recall,f1,label_in_cluster,label_total,cluster_size,report_path
dbscan_kernelpca_openai,dbscan,kernel_pca,pca,openai,text-embedding-3-small,stored,42,0.9097804427146912,1,spam,0.8815931108719053,1.0,0.11646586345381527,0.20863309352517986,87,747,87,genai_llm/cache/cluster_metrics_dbscan_kernelpca_openai.json
dbscan_pca_openai,dbscan,pca,pca,openai,text-embedding-3-small,stored,42,0.9080288410186768,1,spam,0.8830283458916398,1.0,0.12717536813922356,0.22565320665083136,95,747,95,genai_llm/cache/cluster_metrics_dbscan_pca_openai.json
dbscan_svd_openai,dbscan,svd,pca,openai,text-embedding-3-small,stored,42,0.9028909802436829,1,spam,0.8819519196268389,1.0,0.11914323962516733,0.21291866028708134,89,747,89,genai_llm/cache/cluster_metrics_dbscan_svd_openai.json
hdbscan_kernelpca_openai,hdbscan,kernel_pca,pca,openai,text-embedding-3-small,stored,42,0.5377124547958374,1,ham,0.8089343379978472,0.9955216016859852,0.782887922104827,0.8764930998492404,3779,4827,3796,genai_llm/cache/cluster_metrics_hdbscan_kernelpca_openai.json
hdbscan_pca_openai,hdbscan,pca,pca,openai,text-embedding-3-small,stored,42,0.5351954102516174,1,ham,0.810907786149982,0.9957950065703023,0.7849596022374146,0.8778962001853569,3789,4827,3805,genai_llm/cache/cluster_metrics_hdbscan_pca_openai.json
hdbscan_svd_openai,hdbscan,svd,pca,openai,text-embedding-3-small,stored,42,0.34821075201034546,2,ham,0.7502691065662002,0.997681831353231,0.7132794696498861,0.8318434404445518,3443,4827,3451,genai_llm/cache/cluster_metrics_hdbscan_svd_openai.json
kmeans_kernelpca_openai,kmeans,kernel_pca,pca,openai,text-embedding-3-small,stored,42,0.582161009311676,0,ham,0.9836742016505202,0.993127863390254,0.9879842552309923,0.9905493820749818,4769,4827,4802,genai_llm/cache/cluster_metrics_kmeans_kernelpca_openai.json
kmeans_pca_openai,kmeans,pca,pca,openai,text-embedding-3-small,stored,42,0.582161009311676,0,ham,0.9836742016505202,0.993127863390254,0.9879842552309923,0.9905493820749818,4769,4827,4802,genai_llm/cache/cluster_metrics_kmeans_pca_openai.json
kmeans_svd_openai,kmeans,svd,pca,openai,text-embedding-3-small,stored,42,0.6843450665473938,0,ham,0.9834947972730534,0.9929210909848012,0.9879842552309923,0.9904465212876428,4769,4827,4803,genai_llm/cache/cluster_metrics_kmeans_svd_openai.json
